window_id,location,start,end,n_samples,gap_frac,event,usable
laboratory_00076,laboratory,2023-03-24 07:42:00,2023-03-24 08:40:00,30,0.0,normal,True
laboratory_00077,laboratory,2023-03-24 08:12:00,2023-03-24 09:10:00,30,0.0,normal,True
laboratory_00078,laboratory,2023-03-24 08:42:00,2023-03-24 09:40:00,30,0.033,normal,True
laboratory_00079,laboratory,2023-03-24 09:12:00,2023-03-24 10:10:00,30,0.033,normal,True
laboratory_00080,laboratory,2023-03-24 09:42:00,2023-03-24 10:40:00,30,0.0,normal,True
laboratory_00081,laboratory,2023-03-24 10:12:00,2023-03-24 11:10:00,30,0.0,normal,True
laboratory_00082,laboratory,2023-03-24 10:42:00,2023-03-24 11:40:00,30,0.0,normal,True
laboratory_00083,laboratory,2023-03-24 11:12:00,2023-03-24 12:10:00,30,0.0,normal,True
laboratory_00084,laboratory,2023-03-24 11:42:00,2023-03-24 12:40:00,30,0.033,normal,True
laboratory_00085,laboratory,2023-03-24 12:12:00,2023-03-24 13:10:00,30,0.033,normal,True
laboratory_00086,laboratory,2023-03-24 12:42:00,2023-03-24 13:40:00,30,0.0,normal,True
laboratory_00087,laboratory,2023-03-24 13:12:00,2023-03-24 14:10:00,30,0.0,normal,True
laboratory_00088,laboratory,2023-03-24 13:42:00,2023-03-24 14:40:00,30,0.0,normal,True
laboratory_00089,laboratory,2023-03-24 14:12:00,2023-03-24 15:10:00,30,0.033,normal,True
laboratory_00090,laboratory,2023-03-24 14:42:00,2023-03-24 15:40:00,30,0.033,normal,True
laboratory_00091,laboratory,2023-03-24 15:12:00,2023-03-24 16:10:00,30,0.0,normal,True
laboratory_00092,laboratory,2023-03-24 15:42:00,2023-03-24 16:40:00,30,0.0,normal,True
laboratory_00093,laboratory,2023-03-24 16:12:00,2023-03-24 17:10:00,30,0.0,normal,True
laboratory_00094,laboratory,2023-03-24 16:42:00,2023-03-24 17:40:00,30,0.0,normal,True
laboratory_00095,laboratory,2023-03-24 17:12:00,2023-03-24 18:10:00,30,0.033,normal,True
laboratory_00096,laboratory,2023-03-24 17:42:00,2023-03-24 18:40:00,30,0.033,normal,True
laboratory_00097,laboratory,2023-03-24 18:12:00,2023-03-24 19:10:00,30,0.0,normal,True
laboratory_00098,laboratory,2023-03-24 18:42:00,2023-03-24 19:40:00,30,0.0,normal,True
laboratory_00099,laboratory,2023-03-24 19:12:00,2023-03-24 20:10:00,30,0.0,normal,True
laboratory_00100,laboratory,2023-03-24 19:42:00,2023-03-24 20:40:00,30,0.033,normal,True
laboratory_00101,laboratory,2023-03-24 20:12:00,2023-03-24 21:10:00,30,0.033,normal,True
laboratory_00102,laboratory,2023-03-24 20:42:00,2023-03-24 21:40:00,30,0.0,normal,True
laboratory_00103,laboratory,2023-03-24 21:12:00,2023-03-24 22:10:00,30,0.0,normal,True
laboratory_00104,laboratory,2023-03-24 21:42:00,2023-03-24 22:40:00,30,0.0,normal,True
laboratory_00105,laboratory,2023-03-24 22:12:00,2023-03-24 23:10:00,30,0.033,normal,True
laboratory_00106,laboratory,2023-03-24 22:42:00,2023-03-24 23:40:00,30,0.033,normal,True
laboratory_00107,laboratory,2023-03-24 23:12:00,2023-03-25 00:10:00,30,0.0,normal,True
laboratory_00108,laboratory,2023-03-24 23:42:00,2023-03-25 00:40:00,30,0.0,normal,True
laboratory_00109,laboratory,2023-03-25 00:12:00,2023-03-25 01:10:00,30,0.0,normal,True
laboratory_00110,laboratory,2023-03-25 00:42:00,2023-03-25 01:40:00,30,0.033,normal,True
laboratory_00111,laboratory,2023-03-25 01:12:00,2023-03-25 02:10:00,30,0.033,normal,True
laboratory_00112,laboratory,2023-03-25 01:42:00,2023-03-25 02:40:00,30,0.0,normal,True
laboratory_00113,laboratory,2023-03-25 02:12:00,2023-03-25 03:10:00,30,0.0,normal,True
laboratory_00114,laboratory,2023-03-25 02:42:00,2023-03-25 03:40:00,30,0.0,normal,True
laboratory_00115,laboratory,2023-03-25 03:12:00,2023-03-25 04:10:00,30,0.0,normal,True
laboratory_00116,laboratory,2023-03-25 03:42:00,2023-03-25 04:40:00,30,0.0,normal,True
laboratory_00117,laboratory,2023-03-25 04:12:00,2023-03-25 05:10:00,30,0.033,normal,True
laboratory_00118,laboratory,2023-03-25 04:42:00,2023-03-25 05:40:00,30,0.033,normal,True
laboratory_00119,laboratory,2023-03-25 05:12:00,2023-03-25 06:10:00,30,0.0,normal,True
laboratory_00120,laboratory,2023-03-25 05:42:00,2023-03-25 06:40:00,30,0.0,normal,True
laboratory_00121,laboratory,2023-03-25 06:12:00,2023-03-25 07:10:00,30,0.0,normal,True
laboratory_00122,laboratory,2023-03-25 06:42:00,2023-03-25 07:40:00,30,0.0,normal,True
laboratory_00123,laboratory,2023-03-25 07:12:00,2023-03-25 08:10:00,30,0.0,normal,True
laboratory_00124,laboratory,2023-03-25 07:42:00,2023-03-25 08:40:00,30,0.033,normal,True
laboratory_00125,laboratory,2023-03-25 08:12:00,2023-03-25 09:10:00,30,0.033,normal,True
laboratory_00126,laboratory,2023-03-25 08:42:00,2023-03-25 09:40:00,30,0.0,normal,True
laboratory_00127,laboratory,2023-03-25 09:12:00,2023-03-25 10:10:00,30,0.0,normal,True
laboratory_00128,laboratory,2023-03-25 09:42:00,2023-03-25 10:40:00,30,0.0,normal,True
laboratory_00129,laboratory,2023-03-25 10:12:00,2023-03-25 11:10:00,30,0.0,normal,True
laboratory_00130,laboratory,2023-03-25 10:42:00,2023-03-25 11:40:00,30,0.033,normal,True
laboratory_00131,laboratory,2023-03-25 11:12:00,2023-03-25 12:10:00,30,0.033,normal,True
laboratory_00132,laboratory,2023-03-25 11:42:00,2023-03-25 12:40:00,30,0.0,normal,True
laboratory_00133,laboratory,2023-03-25 12:12:00,2023-03-25 13:10:00,30,0.0,normal,True
laboratory_00134,laboratory,2023-03-25 12:42:00,2023-03-25 13:40:00,30,0.0,normal,True
laboratory_00135,laboratory,2023-03-25 13:12:00,2023-03-25 14:10:00,30,0.0,normal,True
laboratory_00136,laboratory,2023-03-25 13:42:00,2023-03-25 14:40:00,30,0.033,normal,True
laboratory_00137,laboratory,2023-03-25 14:12:00,2023-03-25 15:10:00,30,0.033,normal,True
laboratory_00138,laboratory,2023-03-25 14:42:00,2023-03-25 15:40:00,30,0.0,normal,True
laboratory_00139,laboratory,2023-03-25 15:12:00,2023-03-25 16:10:00,30,0.0,normal,True
laboratory_00140,laboratory,2023-03-25 15:42:00,2023-03-25 16:40:00,30,0.0,normal,True
laboratory_00141,laboratory,2023-03-25 16:12:00,2023-03-25 17:10:00,30,0.033,normal,True
laboratory_00142,laboratory,2023-03-25 16:42:00,2023-03-25 17:40:00,30,0.033,normal,True
laboratory_00143,laboratory,2023-03-25 17:12:00,2023-03-25 18:10:00,30,0.0,normal,True
laboratory_00144,laboratory,2023-03-25 17:42:00,2023-03-25 18:40:00,30,0.0,normal,True
laboratory_00145,laboratory,2023-03-25 18:12:00,2023-03-25 19:10:00,30,0.0,normal,True
laboratory_00146,laboratory,2023-03-25 18:42:00,2023-03-25 19:40:00,30,0.033,normal,True
laboratory_00147,laboratory,2023-03-25 19:12:00,2023-03-25 20:10:00,30,0.033,normal,True
laboratory_00148,laboratory,2023-03-25 19:42:00,2023-03-25 20:40:00,30,0.0,normal,True
laboratory_00149,laboratory,2023-03-25 20:12:00,2023-03-25 21:10:00,30,0.0,normal,True
laboratory_00150,laboratory,2023-03-25 20:42:00,2023-03-25 21:40:00,30,0.0,normal,True
laboratory_00151,laboratory,2023-03-25 21:12:00,2023-03-25 22:10:00,30,0.033,normal,True
laboratory_00152,laboratory,2023-03-25 21:42:00,2023-03-25 22:40:00,30,0.033,normal,True
laboratory_00153,laboratory,2023-03-25 22:12:00,2023-03-25 23:10:00,30,0.0,normal,True
laboratory_00154,laboratory,2023-03-25 22:42:00,2023-03-25 23:40:00,30,0.0,normal,True
laboratory_00155,laboratory,2023-03-25 23:12:00,2023-03-26 00:10:00,30,0.0,normal,True
laboratory_00156,laboratory,2023-03-25 23:42:00,2023-03-26 00:40:00,30,0.033,normal,True
laboratory_00157,laboratory,2023-03-26 00:12:00,2023-03-26 01:10:00,30,0.033,normal,True
laboratory_00158,laboratory,2023-03-26 00:42:00,2023-03-26 01:40:00,30,0.0,normal,True
laboratory_00159,laboratory,2023-03-26 01:12:00,2023-03-26 02:10:00,30,0.2,normal,True
laboratory_00160,laboratory,2023-03-26 01:42:00,2023-03-26 02:40:00,30,0.7,normal,False
laboratory_00161,laboratory,2023-03-26 02:12:00,2023-03-26 03:10:00,30,0.8,normal,False
laboratory_00162,laboratory,2023-03-26 02:42:00,2023-03-26 03:40:00,30,0.3,normal,False
laboratory_00163,laboratory,2023-03-26 03:12:00,2023-03-26 04:10:00,30,0.0,normal,True
laboratory_00164,laboratory,2023-03-26 03:42:00,2023-03-26 04:40:00,30,0.0,normal,True
laboratory_00165,laboratory,2023-03-26 04:12:00,2023-03-26 05:10:00,30,0.033,normal,True
laboratory_00166,laboratory,2023-03-26 04:42:00,2023-03-26 05:40:00,30,0.033,normal,True
laboratory_00167,laboratory,2023-03-26 05:12:00,2023-03-26 06:10:00,30,0.0,normal,True
laboratory_00168,laboratory,2023-03-26 05:42:00,2023-03-26 06:40:00,30,0.0,normal,True
laboratory_00169,laboratory,2023-03-26 06:12:00,2023-03-26 07:10:00,30,0.0,normal,True
laboratory_00170,laboratory,2023-03-26 06:42:00,2023-03-26 07:40:00,30,0.0,normal,True
laboratory_00171,laboratory,2023-03-26 07:12:00,2023-03-26 08:10:00,30,0.0,normal,True
laboratory_00172,laboratory,2023-03-26 07:42:00,2023-03-26 08:40:00,30,0.033,normal,True
laboratory_00173,laboratory,2023-03-26 08:12:00,2023-03-26 09:10:00,30,0.033,normal,True
laboratory_00174,laboratory,2023-03-26 08:42:00,2023-03-26 09:40:00,30,0.0,normal,True
laboratory_00175,laboratory,2023-03-26 09:12:00,2023-03-26 10:10:00,30,0.0,normal,True
laboratory_00176,laboratory,2023-03-26 09:42:00,2023-03-26 10:40:00,30,0.0,normal,True
laboratory_00177,laboratory,2023-03-26 10:12:00,2023-03-26 11:10:00,30,0.0,normal,True
laboratory_00178,laboratory,2023-03-26 10:42:00,2023-03-26 11:40:00,30,0.033,normal,True
laboratory_00179,laboratory,2023-03-26 11:12:00,2023-03-26 12:10:00,30,0.033,normal,True
laboratory_00180,laboratory,2023-03-26 11:42:00,2023-03-26 12:40:00,30,0.0,normal,True
laboratory_00181,laboratory,2023-03-26 12:12:00,2023-03-26 13:10:00,30,0.0,normal,True
laboratory_00182,laboratory,2023-03-26 12:42:00,2023-03-26 13:40:00,30,0.0,normal,True
laboratory_00183,laboratory,2023-03-26 13:12:00,2023-03-26 14:10:00,30,0.0,normal,True
laboratory_00184,laboratory,2023-03-26 13:42:00,2023-03-26 14:40:00,30,0.033,normal,True
laboratory_00185,laboratory,2023-03-26 14:12:00,2023-03-26 15:10:00,30,0.033,normal,True
laboratory_00186,laboratory,2023-03-26 14:42:00,2023-03-26 15:40:00,30,0.0,normal,True
laboratory_00187,laboratory,2023-03-26 15:12:00,2023-03-26 16:10:00,30,0.0,normal,True
laboratory_00188,laboratory,2023-03-26 15:42:00,2023-03-26 16:40:00,30,0.0,normal,True
laboratory_00189,laboratory,2023-03-26 16:12:00,2023-03-26 17:10:00,30,0.033,normal,True
laboratory_00190,laboratory,2023-03-26 16:42:00,2023-03-26 17:40:00,30,0.033,normal,True
laboratory_00191,laboratory,2023-03-26 17:12:00,2023-03-26 18:10:00,30,0.0,normal,True
laboratory_00192,laboratory,2023-03-26 17:42:00,2023-03-26 18:40:00,30,0.0,normal,True
laboratory_00193,laboratory,2023-03-26 18:12:00,2023-03-26 19:10:00,30,0.0,normal,True
laboratory_00194,laboratory,2023-03-26 18:42:00,2023-03-26 19:40:00,30,0.033,normal,True
laboratory_00195,laboratory,2023-03-26 19:12:00,2023-03-26 20:10:00,30,0.033,normal,True
laboratory_00196,laboratory,2023-03-26 19:42:00,2023-03-26 20:40:00,30,0.0,normal,True
laboratory_00197,laboratory,2023-03-26 20:12:00,2023-03-26 21:10:00,30,0.0,normal,True
laboratory_00198,laboratory,2023-03-26 20:42:00,2023-03-26 21:40:00,30,0.0,normal,True
laboratory_00199,laboratory,2023-03-26 21:12:00,2023-03-26 22:10:00,30,0.033,normal,True
laboratory_00200,laboratory,2023-03-26 21:42:00,2023-03-26 22:40:00,30,0.033,normal,True
laboratory_00201,laboratory,2023-03-26 22:12:00,2023-03-26 23:10:00,30,0.0,normal,True
laboratory_00202,laboratory,2023-03-26 22:42:00,2023-03-26 23:40:00,30,0.0,normal,True
laboratory_00203,laboratory,2023-03-26 23:12:00,2023-03-27 00:10:00,30,0.0,normal,True
laboratory_00204,laboratory,2023-03-26 23:42:00,2023-03-27 00:40:00,30,0.0,normal,True
laboratory_00205,laboratory,2023-03-27 00:12:00,2023-03-27 01:10:00,30,0.033,normal,True
laboratory_00206,laboratory,2023-03-27 00:42:00,2023-03-27 01:40:00,30,0.033,normal,True
laboratory_00207,laboratory,2023-03-27 01:12:00,2023-03-27 02:10:00,30,0.0,normal,True
laboratory_00208,laboratory,2023-03-27 01:42:00,2023-03-27 02:40:00,30,0.0,normal,True
laboratory_00209,laboratory,2023-03-27 02:12:00,2023-03-27 03:10:00,30,0.0,normal,True
laboratory_00210,laboratory,2023-03-27 02:42:00,2023-03-27 03:40:00,30,0.0,normal,True
laboratory_00211,laboratory,2023-03-27 03:12:00,2023-03-27 04:10:00,30,0.0,normal,True
laboratory_00212,laboratory,2023-03-27 03:42:00,2023-03-27 04:40:00,30,0.033,normal,True
laboratory_00213,laboratory,2023-03-27 04:12:00,2023-03-27 05:10:00,30,0.033,normal,True
laboratory_00214,laboratory,2023-03-27 04:42:00,2023-03-27 05:40:00,30,0.0,normal,True
laboratory_00215,laboratory,2023-03-27 05:12:00,2023-03-27 06:10:00,30,0.0,normal,True
laboratory_00216,laboratory,2023-03-27 05:42:00,2023-03-27 06:40:00,30,0.0,normal,True
laboratory_00217,laboratory,2023-03-27 06:12:00,2023-03-27 07:10:00,30,0.0,normal,True
laboratory_00218,laboratory,2023-03-27 06:42:00,2023-03-27 07:40:00,30,0.033,normal,True
laboratory_00219,laboratory,2023-03-27 07:12:00,2023-03-27 08:10:00,30,0.033,normal,True
laboratory_00220,laboratory,2023-03-27 07:42:00,2023-03-27 08:40:00,30,0.0,normal,True
laboratory_00221,laboratory,2023-03-27 08:12:00,2023-03-27 09:10:00,30,0.0,normal,True
laboratory_00222,laboratory,2023-03-27 08:42:00,2023-03-27 09:40:00,30,0.0,normal,True
laboratory_00223,laboratory,2023-03-27 09:12:00,2023-03-27 10:10:00,30,0.0,normal,True
laboratory_00224,laboratory,2023-03-27 09:42:00,2023-03-27 10:40:00,30,0.033,normal,True
laboratory_00225,laboratory,2023-03-27 10:12:00,2023-03-27 11:10:00,30,0.033,normal,True
laboratory_00226,laboratory,2023-03-27 10:42:00,2023-03-27 11:40:00,30,0.0,normal,True
laboratory_00227,laboratory,2023-03-27 11:12:00,2023-03-27 12:10:00,30,0.0,normal,True
laboratory_00228,laboratory,2023-03-27 11:42:00,2023-03-27 12:40:00,30,0.0,normal,True
laboratory_00229,laboratory,2023-03-27 12:12:00,2023-03-27 13:10:00,30,0.0,normal,True
laboratory_00230,laboratory,2023-03-27 12:42:00,2023-03-27 13:40:00,30,0.033,normal,True
laboratory_00231,laboratory,2023-03-27 13:12:00,2023-03-27 14:10:00,30,0.033,normal,True
laboratory_00232,laboratory,2023-03-27 13:42:00,2023-03-27 14:40:00,30,0.0,normal,True
laboratory_00233,laboratory,2023-03-27 14:12:00,2023-03-27 15:10:00,30,0.0,normal,True
laboratory_00234,laboratory,2023-03-27 14:42:00,2023-03-27 15:40:00,30,0.0,normal,True
laboratory_00235,laboratory,2023-03-27 15:12:00,2023-03-27 16:10:00,30,0.033,normal,True
laboratory_00236,laboratory,2023-03-27 15:42:00,2023-03-27 16:40:00,30,0.033,normal,True
laboratory_00237,laboratory,2023-03-27 16:12:00,2023-03-27 17:10:00,30,0.0,normal,True
laboratory_00238,laboratory,2023-03-27 16:42:00,2023-03-27 17:40:00,30,0.0,normal,True
laboratory_00239,laboratory,2023-03-27 17:12:00,2023-03-27 18:10:00,30,0.0,normal,True
laboratory_00240,laboratory,2023-03-27 17:42:00,2023-03-27 18:40:00,30,0.033,normal,True
laboratory_00241,laboratory,2023-03-27 18:12:00,2023-03-27 19:10:00,30,0.033,normal,True
laboratory_00242,laboratory,2023-03-27 18:42:00,2023-03-27 19:40:00,30,0.0,normal,True
laboratory_00243,laboratory,2023-03-27 19:12:00,2023-03-27 20:10:00,30,0.0,normal,True
laboratory_00244,laboratory,2023-03-27 19:42:00,2023-03-27 20:40:00,30,0.0,normal,True
laboratory_00245,laboratory,2023-03-27 20:12:00,2023-03-27 21:10:00,30,0.033,normal,True
laboratory_00246,laboratory,2023-03-27 20:42:00,2023-03-27 21:40:00,30,0.033,normal,True
laboratory_00247,laboratory,2023-03-27 21:12:00,2023-03-27 22:10:00,30,0.0,normal,True
laboratory_00248,laboratory,2023-03-27 21:42:00,2023-03-27 22:40:00,30,0.0,normal,True
laboratory_00249,laboratory,2023-03-27 22:12:00,2023-03-27 23:10:00,30,0.0,normal,True
laboratory_00250,laboratory,2023-03-27 22:42:00,2023-03-27 23:40:00,30,0.033,normal,True
laboratory_00251,laboratory,2023-03-27 23:12:00,2023-03-28 00:10:00,30,0.033,normal,True
laboratory_00252,laboratory,2023-03-27 23:42:00,2023-03-28 00:40:00,30,0.0,normal,True
laboratory_00253,laboratory,2023-03-28 00:12:00,2023-03-28 01:10:00,30,0.0,normal,True
laboratory_00254,laboratory,2023-03-28 00:42:00,2023-03-28 01:40:00,30,0.0,normal,True
laboratory_00255,laboratory,2023-03-28 01:12:00,2023-03-28 02:10:00,30,0.0,normal,True
laboratory_00256,laboratory,2023-03-28 01:42:00,2023-03-28 02:40:00,30,0.033,normal,True
laboratory_00257,laboratory,2023-03-28 02:12:00,2023-03-28 03:10:00,30,0.033,normal,True
laboratory_00258,laboratory,2023-03-28 02:42:00,2023-03-28 03:40:00,30,0.0,normal,True
laboratory_00259,laboratory,2023-03-28 03:12:00,2023-03-28 04:10:00,30,0.0,normal,True
laboratory_00260,laboratory,2023-03-28 03:42:00,2023-03-28 04:40:00,30,0.0,normal,True
laboratory_00261,laboratory,2023-03-28 04:12:00,2023-03-28 05:10:00,30,0.0,normal,True
laboratory_00262,laboratory,2023-03-28 04:42:00,2023-03-28 05:40:00,30,0.0,normal,True
laboratory_00263,laboratory,2023-03-28 05:12:00,2023-03-28 06:10:00,30,0.033,normal,True
laboratory_00264,laboratory,2023-03-28 05:42:00,2023-03-28 06:40:00,30,0.033,normal,True
laboratory_00265,laboratory,2023-03-28 06:12:00,2023-03-28 07:10:00,30,0.0,normal,True
laboratory_00266,laboratory,2023-03-28 06:42:00,2023-03-28 07:40:00,30,0.0,normal,True
laboratory_00267,laboratory,2023-03-28 07:12:00,2023-03-28 08:10:00,30,0.0,normal,True
laboratory_00268,laboratory,2023-03-28 07:42:00,2023-03-28 08:40:00,30,0.0,normal,True
laboratory_00269,laboratory,2023-03-28 08:12:00,2023-03-28 09:10:00,30,0.0,normal,True
laboratory_00270,laboratory,2023-03-28 08:42:00,2023-03-28 09:40:00,30,0.033,normal,True
laboratory_00271,laboratory,2023-03-28 09:12:00,2023-03-28 10:10:00,30,0.033,normal,True
laboratory_00272,laboratory,2023-03-28 09:42:00,2023-03-28 10:40:00,30,0.0,normal,True
laboratory_00273,laboratory,2023-03-28 10:12:00,2023-03-28 11:10:00,30,0.0,normal,True
laboratory_00274,laboratory,2023-03-28 10:42:00,2023-03-28 11:40:00,30,0.0,normal,True
laboratory_00275,laboratory,2023-03-28 11:12:00,2023-03-28 12:10:00,30,0.033,normal,True
laboratory_00276,laboratory,2023-03-28 11:42:00,2023-03-28 12:40:00,30,0.033,normal,True
laboratory_00277,laboratory,2023-03-28 12:12:00,2023-03-28 13:10:00,30,0.0,normal,True
